time,AccX,AccY,AccZ,pressureTR, pressureBR, pressureTL, pressureBL,rawPressureTR,rawPressureBR,rawPressureTL,rawPressureBL
21:59:13.325664,0.000000,0.018519,-1.057692,,,,,,,,
21:59:13.370294,0.057692,0.000000,-1.000000,,,,,,,,
21:59:13.370425,0.000000,0.018519,-1.057692,,,,,,,,
21:59:13.370484,0.000000,0.055556,-1.057692,,,,,,,,
21:59:13.396446,0.000000,0.018519,-1.057692,,,,,,,,
21:59:13.396556,0.057692,0.000000,-1.000000,,,,,,,,
21:59:13.415255,0.038462,0.018519,-1.038462,,,,,,,,
21:59:13.415364,0.000000,0.018519,-1.057692,,,,,,,,
21:59:13.457802,0.057692,0.000000,-1.000000,,,,,,,,
21:59:13.457935,0.000000,0.000000,-1.057692,,,,,,,,
21:59:13.471409,0.019231,0.018519,-1.019231,,,,,,,,
21:59:13.473859,0.000000,0.018519,-1.057692,,,,,,,,
21:59:13.511581,0.019231,0.000000,-1.019231,,,,,,,,
21:59:13.515351,0.000000,0.018519,-1.057692,,,,,,,,
21:59:13.552872,0.038462,0.018519,-1.038462,,,,,,,,
21:59:13.580215,0.019231,0.018519,-1.019231,,,,,,,,
21:59:13.585424,0.000000,0.018519,-1.057692,,,,,,,,
21:59:13.602851,0.038462,0.000000,-1.038462,,,,,,,,
21:59:13.605240,0.019231,0.018519,-1.019231,,,,,,,,
21:59:13.633963,0.000000,0.018519,-1.057692,,,,,,,,
21:59:13.640974,0.038462,0.000000,-1.038462,,,,,,,,
21:59:13.657401,0.019231,0.018519,-1.019231,,,,,,,,
21:59:13.657506,0.038462,0.000000,-1.038462,,,,,,,,
21:59:13.673784,0.000000,0.018519,-1.057692,,,,,,,,
21:59:13.690361,0.019231,0.018519,-1.019231,,,,,,,,
21:59:13.708517,0.057692,0.000000,-1.000000,,,,,,,,
21:59:13.708653,0.038462,0.000000,-1.038462,,,,,,,,
21:59:13.723937,0.000000,0.018519,-1.057692,,,,,,,,
21:59:13.724055,0.057692,0.055556,-1.000000,,,,,,,,
21:59:13.743900,0.038462,0.018519,-1.038462,,,,,,,,
21:59:13.756434,0.019231,0.000000,-1.019231,,,,,,,,
21:59:13.773971,0.000000,0.018519,-1.057692,,,,,,,,
21:59:13.789921,0.019231,0.018519,-1.019231,,,,,,,,
21:59:13.807540,0.019231,0.018519,-1.096154,,,,,,,,
21:59:13.807646,0.019231,0.018519,-1.019231,,,,,,,,
21:59:13.824715,0.000000,0.000000,-1.057692,,,,,,,,
21:59:13.881590,0.038462,0.000000,-1.038462,,,,,,,,
21:59:13.887731,0.038462,0.037037,-1.038462,,,,,,,,
21:59:13.907948,0.038462,0.000000,-1.038462,,,,,,,,
21:59:13.927651,0.000000,0.018519,-1.057692,,,,,,,,
21:59:13.960350,0.038462,0.037037,-1.038462,,,,,,,,
21:59:13.979110,0.038462,0.018519,-1.038462,,,,,,,,
21:59:13.982204,0.000000,0.018519,-1.057692,,,,,,,,
21:59:14.017836,0.019231,0.018519,-1.019231,,,,,,,,
21:59:14.020311,0.057692,0.000000,-1.000000,,,,,,,,
21:59:14.036616,0.019231,0.018519,-1.019231,,,,,,,,
21:59:14.050541,0.038462,0.000000,-1.038462,,,,,,,,
21:59:14.069522,0.000000,0.018519,-1.057692,,,,,,,,
21:59:14.069631,0.057692,0.000000,-1.038462,,,,,,,,
21:59:14.087649,0.000000,0.018519,-1.057692,,,,,,,,
21:59:14.087762,0.038462,0.037037,-1.038462,,,,,,,,
21:59:14.107852,0.057692,0.055556,-1.000000,,,,,,,,
21:59:14.117358,0.057692,0.000000,-1.000000,,,,,,,,
21:59:14.141958,0.019231,0.000000,-1.019231,,,,,,,,
21:59:14.142065,0.038462,0.000000,-1.038462,,,,,,,,
21:59:14.159108,0.019231,0.055556,-1.057692,,,,,,,,
21:59:14.168128,0.038462,0.037037,-1.038462,,,,,,,,
21:59:14.185861,0.057692,0.055556,-1.000000,,,,,,,,
21:59:14.185978,0.019231,0.018519,-1.019231,,,,,,,,
21:59:14.200761,0.000000,0.018519,-1.057692,,,,,,,,
21:59:14.217710,0.038462,0.000000,-1.038462,,,,,,,,
21:59:14.235704,0.038462,0.037037,-1.038462,,,,,,,,
21:59:14.235815,0.057692,0.055556,-1.000000,,,,,,,,
21:59:14.273998,0.019231,0.018519,-1.019231,,,,,,,,
21:59:14.311647,0.000000,0.018519,-1.057692,,,,,,,,
21:59:14.314644,0.076923,0.000000,-1.000000,,,,,,,,
21:59:14.330446,0.096154,0.018519,-0.980769,,,,,,,,
21:59:14.340595,-0.211538,0.018519,-1.173077,,,,,,,,
21:59:14.358397,-0.076923,0.037037,-1.096154,,,,,,,,
21:59:14.358533,0.000000,0.055556,-1.038462,,,,,,,,
21:59:14.381463,0.096154,0.000000,-0.980769,,,,,,,,
21:59:14.390029,0.173077,0.018519,-0.942308,,,,,,,,
21:59:14.409591,0.192308,0.018519,-0.942308,,,,,,,,
21:59:14.409743,0.134615,0.018519,-0.980769,,,,,,,,
21:59:14.424119,0.038462,0.018519,-1.019231,,,,,,,,
21:59:14.441584,-0.038462,0.000000,-1.057692,,,,,,,,
21:59:14.459343,-0.057692,0.018519,-1.038462,,,,,,,,
21:59:14.459478,-0.115385,0.018519,-1.134615,,,,,,,,
21:59:14.473660,-0.115385,0.055556,-1.057692,,,,,,,,
21:59:14.473797,-0.211538,0.018519,-0.961538,,,,,,,,
21:59:14.491281,-0.269231,0.055556,-1.096154,,,,,,,,
21:59:14.491417,-0.173077,0.018519,-1.019231,,,,,,,,
21:59:14.506955,-0.019231,0.055556,-0.923077,,,,,,,,
21:59:14.507073,-0.096154,0.074074,-0.942308,,,,,,,,
21:59:14.525980,-0.269231,0.111111,-0.980769,,,,,,,,
21:59:14.526116,-0.346154,0.148148,-1.076923,,,,,,,,
21:59:14.542647,-0.346154,0.129630,-1.096154,,,,,,,,
21:59:14.556636,-0.019231,0.166667,-1.000000,,,,,,,,
21:59:14.573744,0.038462,0.314815,-1.230769,,,,,,,,
21:59:14.573887,0.096154,0.296296,-1.442308,,,,,,,,
21:59:14.592347,-0.096154,0.277778,-1.730769,,,,,,,,
21:59:14.592484,-0.384615,0.074074,-1.846154,,,,,,,,
21:59:14.607777,-0.596154,0.018519,-1.596154,,,,,,,,
21:59:14.607912,-0.634615,0.148148,-1.384615,,,,,,,,
21:59:14.624973,-0.615385,0.351852,-1.365385,,,,,,,,
21:59:14.642541,-0.500000,0.425926,-1.326923,,,,,,,,
21:59:14.657944,-0.326923,0.370370,-1.192308,,,,,,,,
21:59:14.658079,-0.192308,0.388889,-1.134615,,,,,,,,
21:59:14.673949,0.038462,0.296296,-1.019231,,,,,,,,
21:59:14.674066,0.173077,0.314815,-0.942308,,,,,,,,
21:59:14.692786,0.307692,0.333333,-0.980769,,,,,,,,
21:59:14.692919,0.403846,0.370370,-0.942308,,,,,,,,
21:59:14.708009,0.403846,0.314815,-1.000000,,,,,,,,
21:59:14.708125,0.269231,0.240741,-1.096154,,,,,,,,
21:59:14.725514,0.173077,0.111111,-1.076923,,,,,,,,
21:59:14.740240,0.019231,0.055556,-1.076923,,,,,,,,
21:59:14.756642,-0.038462,0.018519,-0.942308,,,,,,,,
21:59:14.756750,0.019231,-0.074074,-0.711538,,,,,,,,
21:59:14.775351,0.076923,-0.092593,-0.576923,,,,,,,,
21:59:14.775453,0.134615,-0.129630,-0.519231,,,,,,,,
21:59:14.790902,0.153846,-0.111111,-0.500000,,,,,,,,
21:59:14.791009,0.173077,-0.074074,-0.480769,,,,,,,,
21:59:14.808065,0.173077,-0.055556,-0.442308,,,,,,,,
21:59:14.824855,0.173077,-0.129630,-0.480769,,,,,,,,
21:59:14.840859,0.153846,-0.185185,-0.557692,,,,,,,,
21:59:14.841002,0.173077,-0.203704,-0.576923,,,,,,,,
21:59:14.858810,0.115385,-0.240741,-0.653846,,,,,,,,
21:59:14.858922,0.038462,-0.240741,-0.788462,,,,,,,,
21:59:14.873034,0.000000,-0.240741,-0.692308,,,,,,,,
21:59:14.873141,-0.038462,-0.203704,-0.750000,,,,,,,,
21:59:14.914057,0.057692,-0.259259,-0.692308,,,,,,,,
21:59:14.916646,0.096154,-0.259259,-0.653846,,,,,,,,
21:59:14.935115,0.038462,-0.277778,-0.711538,,,,,,,,
21:59:14.954964,0.000000,-0.314815,-0.730769,,,,,,,,
21:59:14.955100,-0.057692,-0.277778,-0.750000,,,,,,,,
21:59:14.967094,-0.057692,-0.203704,-0.826923,,,,,,,,
21:59:14.967229,0.000000,-0.092593,-0.923077,,,,,,,,
21:59:14.983767,0.096154,-0.018519,-1.000000,,,,,,,,
21:59:14.983885,0.134615,0.000000,-1.153846,,,,,,,,
21:59:15.004879,0.076923,-0.074074,-1.250000,,,,,,,,
21:59:15.005015,0.038462,-0.185185,-1.211538,,,,,,,,
21:59:15.021521,0.096154,-0.185185,-1.038462,,,,,,,,
21:59:15.021655,0.173077,-0.074074,-0.961538,,,,,,,,
21:59:15.039057,0.250000,0.000000,-0.961538,,,,,,,,
21:59:15.050493,0.230769,0.055556,-1.019231,,,,,,,,
21:59:15.070501,0.269231,0.074074,-1.076923,,,,,,,,
21:59:15.070617,0.250000,0.037037,-1.173077,,,,,,,,
21:59:15.084027,0.192308,0.018519,-1.192308,,,,,,,,
21:59:15.084162,0.173077,0.000000,-1.192308,,,,,,,,
21:59:15.101123,0.173077,0.055556,-1.192308,,,,,,,,
21:59:15.121150,0.250000,0.111111,-1.192308,,,,,,,,
21:59:15.121287,0.269231,0.203704,-1.211538,,,,,,,,
21:59:15.121410,0.346154,0.222222,-1.153846,,,,,,,,
21:59:15.138939,0.365385,0.222222,-1.115385,,,,,,,,
21:59:15.150821,0.307692,0.240741,-1.115385,,,,,,,,
21:59:15.167527,0.307692,0.222222,-1.076923,,,,,,,,
21:59:15.167668,0.250000,0.277778,-1.057692,,,,,,,,
21:59:15.186605,0.153846,0.240741,-1.115385,,,,,,,,
21:59:15.186742,0.038462,0.240741,-1.250000,,,,,,,,
21:59:15.201322,0.000000,0.203704,-1.365385,,,,,,,,
21:59:15.217174,0.000000,0.203704,-1.423077,,,,,,,,
21:59:15.236215,0.038462,0.203704,-1.500000,,,,,,,,
21:59:15.236353,0.134615,0.259259,-1.500000,,,,,,,,
21:59:15.251027,0.173077,0.259259,-1.442308,,,,,,,,
21:59:15.251145,0.153846,0.351852,-1.480769,,,,,,,,
21:59:15.267655,0.173077,0.370370,-1.538462,,,,,,,,
21:59:15.267810,0.153846,0.425926,-1.692308,,,,,,,,
21:59:15.286860,0.211538,0.500000,-1.923077,,,,,,,,
21:59:15.286992,0.153846,0.611111,-2.365385,,,,,,,,
21:59:15.301576,0.211538,0.722222,-2.807692,,,,,,,,
21:59:15.317265,0.326923,0.851852,-3.307692,,,,,,,,
21:59:15.336241,0.423077,0.888889,-3.846154,,,,,,,,
21:59:15.336360,0.403846,0.925926,-4.115385,,,,,,,,
21:59:15.350570,0.307692,1.018519,-4.288462,,,,,,,,
21:59:15.350684,0.307692,1.314815,-4.346154,,,,,,,,
21:59:15.379825,0.365385,1.796296,-4.384615,,,,,,,,
21:59:15.379941,0.442308,2.240741,-4.269231,,,,,,,,
21:59:15.389088,0.519231,2.592593,-3.692308,,,,,,,,
21:59:15.389195,0.461538,2.888889,-3.057692,,,,,,,,
21:59:15.402846,0.230769,3.185185,-2.403846,,,,,,,,
21:59:15.417976,0.038462,3.351852,-1.461538,,,,,,,,
21:59:15.433643,-0.153846,3.148148,-0.480769,,,,,,,,
21:59:15.433764,-0.269231,2.870370,0.288462,,,,,,,,
21:59:15.451657,-0.250000,2.537037,0.788462,,,,,,,,
21:59:15.451773,-0.057692,2.203704,1.230769,,,,,,,,
21:59:15.468673,0.269231,1.888889,1.557692,,,,,,,,
21:59:15.468776,0.596154,1.629630,1.807692,,,,,,,,
21:59:15.483959,0.730769,1.462963,1.884615,,,,,,,,
21:59:15.502775,0.750000,1.222222,1.846154,,,,,,,,
21:59:15.523353,0.634615,1.018519,1.750000,,,,,,,,
21:59:15.523484,0.538462,0.814815,1.750000,,,,,,,,
21:59:15.534468,0.480769,0.666667,1.865385,,,,,,,,
21:59:15.534606,0.442308,0.481481,1.923077,,,,,,,,
21:59:15.555657,0.365385,0.314815,1.846154,,,,,,,,
21:59:15.555774,0.307692,0.185185,1.615385,,,,,,,,
21:59:15.571991,0.326923,0.074074,1.384615,,,,,,,,
21:59:15.587717,0.288462,-0.018519,1.134615,,,,,,,,
21:59:15.587822,0.288462,-0.092593,0.903846,,,,,,,,
21:59:15.604801,0.269231,-0.185185,0.711538,,,,,,,,
21:59:15.604907,0.269231,-0.240741,0.615385,,,,,,,,
21:59:15.616960,0.288462,-0.240741,0.519231,,,,,,,,
21:59:15.631059,0.269231,-0.277778,0.442308,,,,,,,,
21:59:15.640327,0.288462,-0.333333,0.403846,,,,,,,,
21:59:15.640436,0.307692,-0.277778,0.346154,,,,,,,,
21:59:15.658123,0.269231,-0.333333,0.211538,,,,,,,,
21:59:15.658258,0.230769,-0.370370,0.057692,,,,,,,,
21:59:15.676215,0.211538,-0.370370,-0.019231,,,,,,,,
21:59:15.691096,0.153846,-0.407407,-0.096154,,,,,,,,
21:59:15.707263,0.173077,-0.425926,-0.076923,,,,,,,,
21:59:15.707382,0.211538,-0.388889,-0.076923,,,,,,,,
21:59:15.725171,0.326923,-0.388889,-0.057692,,,,,,,,
21:59:15.725280,0.519231,-0.351852,-0.000000,,,,,,,,
21:59:15.741237,0.596154,-0.314815,-0.000000,,,,,,,,
21:59:15.741372,0.538462,-0.296296,-0.038462,,,,,,,,
21:59:15.758947,0.384615,-0.277778,-0.096154,,,,,,,,
21:59:15.774880,0.269231,-0.333333,-0.211538,,,,,,,,
21:59:15.794938,0.115385,-0.370370,-0.365385,,,,,,,,
21:59:15.795061,0.076923,-0.407407,-0.461538,,,,,,,,
21:59:15.806433,0.153846,-0.351852,-0.576923,,,,,,,,
21:59:15.806542,0.307692,-0.296296,-0.673077,,,,,,,,
21:59:15.823391,0.384615,-0.240741,-0.711538,,,,,,,,
21:59:15.823499,0.423077,-0.296296,-0.769231,,,,,,,,
21:59:15.843318,0.346154,-0.314815,-0.923077,,,,,,,,
21:59:15.843424,0.115385,-0.351852,-1.153846,,,,,,,,
21:59:15.861824,-0.211538,-0.444444,-1.326923,,,,,,,,
21:59:15.874184,-0.365385,-0.555556,-1.365385,,,,,,,,
21:59:15.890659,-0.192308,-0.518519,-1.134615,,,,,,,,
21:59:15.890771,0.096154,-0.407407,-0.884615,,,,,,,,
21:59:15.909000,0.230769,-0.296296,-0.865385,,,,,,,,
21:59:15.909139,0.384615,-0.203704,-0.884615,,,,,,,,
21:59:15.924374,0.365385,-0.166667,-0.980769,,,,,,,,
21:59:15.924490,0.230769,-0.111111,-1.211538,,,,,,,,
21:59:15.940404,0.153846,-0.055556,-1.442308,,,,,,,,
21:59:15.960980,0.269231,-0.018519,-1.615385,,,,,,,,
21:59:15.961116,0.403846,-0.018519,-1.846154,,,,,,,,
21:59:15.974357,0.423077,-0.092593,-1.903846,,,,,,,,
21:59:15.991170,0.403846,-0.148148,-1.807692,,,,,,,,
21:59:15.991313,0.230769,-0.259259,-1.788462,,,,,,,,
21:59:16.010673,0.153846,-0.296296,-1.692308,,,,,,,,
21:59:16.010831,0.076923,-0.277778,-1.711538,,,,,,,,
21:59:16.023966,0.173077,-0.203704,-1.653846,,,,,,,,
21:59:16.024090,0.288462,-0.055556,-1.673077,,,,,,,,
21:59:16.043238,0.365385,0.055556,-1.692308,,,,,,,,
21:59:16.056760,0.346154,0.055556,-1.846154,,,,,,,,
21:59:16.073431,0.307692,-0.037037,-2.019231,,,,,,,,
21:59:16.073542,0.288462,-0.185185,-1.807692,,,,,,,,
21:59:16.095269,0.115385,-0.203704,-1.673077,,,,,,,,
21:59:16.095403,0.115385,-0.185185,-1.461538,,,,,,,,
21:59:16.107269,0.192308,-0.111111,-1.365385,,,,,,,,
21:59:16.107406,0.307692,-0.037037,-1.269231,,,,,,,,
21:59:16.124350,0.346154,0.055556,-1.250000,,,,,,,,
21:59:16.140712,0.384615,0.074074,-1.250000,,,,,,,,
21:59:16.159260,0.442308,0.074074,-1.211538,,,,,,,,
21:59:16.159370,0.442308,0.037037,-1.153846,,,,,,,,
21:59:16.173914,0.403846,0.000000,-1.076923,,,,,,,,
21:59:16.174021,0.346154,0.037037,-1.057692,,,,,,,,
21:59:16.194038,0.288462,0.074074,-0.961538,,,,,,,,
21:59:16.207076,0.115385,0.055556,-0.903846,,,,,,,,
21:59:16.224078,0.057692,0.018519,-0.807692,,,,,,,,
21:59:16.224189,0.019231,-0.037037,-0.769231,,,,,,,,
21:59:16.244310,0.057692,-0.037037,-0.807692,,,,,,,,
21:59:16.244414,0.019231,-0.055556,-0.846154,,,,,,,,
21:59:16.256810,-0.038462,-0.111111,-0.923077,,,,,,,,
21:59:16.256917,-0.096154,-0.092593,-0.942308,,,,,,,,
21:59:16.277309,-0.115385,-0.148148,-0.923077,,,,,,,,
21:59:16.277415,-0.153846,-0.185185,-0.903846,,,,,,,,
21:59:16.294145,-0.192308,-0.166667,-0.846154,,,,,,,,
21:59:16.307213,-0.230769,-0.129630,-0.846154,,,,,,,,
21:59:16.327597,-0.211538,-0.129630,-0.807692,,,,,,,,
21:59:16.327707,-0.230769,-0.129630,-0.865385,,,,,,,,
21:59:16.340614,-0.230769,-0.129630,-0.903846,,,,,,,,
21:59:16.340731,-0.192308,-0.148148,-0.884615,,,,,,,,
21:59:16.356479,-0.173077,-0.148148,-0.923077,,,,,,,,
21:59:16.377027,-0.173077,-0.092593,-0.980769,,,,,,,,
21:59:16.377126,-0.192308,-0.092593,-1.000000,,,,,,,,
21:59:16.390798,-0.192308,-0.037037,-1.057692,,,,,,,,
21:59:16.407220,-0.153846,0.018519,-1.057692,,,,,,,,
21:59:16.407363,-0.115385,0.000000,-1.057692,,,,,,,,
21:59:16.427323,-0.115385,0.000000,-1.000000,,,,,,,,
21:59:16.427458,-0.192308,-0.055556,-0.923077,,,,,,,,
21:59:16.440513,-0.057692,-0.055556,-0.846154,,,,,,,,
21:59:16.440646,0.134615,-0.037037,-0.807692,,,,,,,,
21:59:16.457007,0.173077,0.055556,-0.807692,,,,,,,,
21:59:16.478458,0.057692,0.092593,-0.923077,,,,,,,,
21:59:16.478578,-0.076923,0.092593,-1.115385,,,,,,,,
21:59:16.490462,-0.115385,0.055556,-1.192308,,,,,,,,
21:59:16.507508,-0.096154,0.000000,-1.153846,,,,,,,,
21:59:16.507643,-0.115385,-0.037037,-1.096154,,,,,,,,
21:59:16.527242,-0.096154,-0.037037,-0.961538,,,,,,,,
21:59:16.527372,-0.115385,-0.018519,-0.923077,,,,,,,,
21:59:16.547232,-0.096154,0.000000,-0.942308,,,,,,,,
21:59:16.558183,-0.076923,0.000000,-0.961538,,,,,,,,
21:59:16.574926,-0.019231,0.018519,-0.961538,,,,,,,,
21:59:16.575065,0.000000,0.055556,-1.019231,,,,,,,,
21:59:16.594048,0.057692,0.092593,-1.000000,,,,,,,,
21:59:16.594182,0.019231,0.092593,-0.980769,,,,,,,,
21:59:16.610573,0.000000,0.074074,-0.942308,,,,,,,,
21:59:16.624830,0.019231,0.111111,-0.903846,,,,,,,,
21:59:16.641105,0.019231,0.129630,-0.942308,,,,,,,,
21:59:16.660865,0.038462,0.129630,-1.076923,,,,,,,,
21:59:16.675373,0.000000,0.148148,-1.134615,,,,,,,,
21:59:16.675512,-0.038462,0.166667,-1.076923,,,,,,,,
21:59:16.690846,-0.038462,0.166667,-1.000000,,,,,,,,
21:59:16.710406,-0.019231,0.148148,-0.942308,,,,,,,,
21:59:16.710544,-0.019231,0.111111,-0.980769,,,,,,,,
21:59:16.725686,-0.057692,0.129630,-1.019231,,,,,,,,
21:59:16.741293,-0.019231,0.111111,-1.153846,,,,,,,,
21:59:16.741410,-0.019231,0.129630,-1.326923,,,,,,,,
21:59:16.760097,0.057692,0.148148,-1.384615,,,,,,,,
21:59:16.760205,0.076923,0.166667,-1.461538,,,,,,,,
21:59:16.775251,0.134615,0.148148,-1.442308,,,,,,,,
21:59:16.790858,0.134615,0.129630,-1.346154,,,,,,,,
21:59:16.810797,0.096154,0.129630,-1.269231,,,,,,,,
21:59:16.833998,0.038462,0.092593,-1.192308,,,,,,,,
21:59:16.841745,0.000000,0.037037,-1.115385,,,,,,,,
21:59:16.860673,-0.096154,0.018519,-0.923077,,,,,,,,
21:59:16.874816,-0.076923,0.055556,-0.923077,,,,,,,,
21:59:16.874925,-0.057692,0.092593,-0.942308,,,,,,,,
21:59:16.893543,-0.019231,0.166667,-0.961538,,,,,,,,
21:59:16.906589,-0.038462,0.222222,-1.057692,,,,,,,,
21:59:16.927858,0.019231,0.240741,-1.038462,,,,,,,,
21:59:16.927989,0.057692,0.222222,-1.038462,,,,,,,,
21:59:16.941247,0.038462,0.185185,-1.057692,,,,,,,,
21:59:16.941380,0.076923,0.166667,-1.000000,,,,,,,,
21:59:16.958416,0.134615,0.166667,-1.038462,,,,,,,,
21:59:16.958532,0.115385,0.111111,-1.115385,,,,,,,,
21:59:16.977207,0.134615,0.074074,-1.153846,,,,,,,,
21:59:16.977313,0.115385,0.092593,-1.115385,,,,,,,,
21:59:16.994647,0.115385,0.092593,-1.096154,,,,,,,,
21:59:17.010421,0.115385,0.092593,-1.019231,,,,,,,,
21:59:17.024875,0.134615,0.092593,-0.942308,,,,,,,,
21:59:17.025000,0.096154,0.037037,-0.942308,,,,,,,,
21:59:17.041507,0.057692,0.018519,-0.903846,,,,,,,,
21:59:17.060269,0.000000,0.018519,-0.923077,,,,,,,,
21:59:17.074432,0.057692,-0.018519,-0.884615,,,,,,,,
21:59:17.090943,0.019231,-0.037037,-0.903846,,,,,,,,
21:59:17.091051,0.019231,-0.037037,-0.923077,,,,,,,,
21:59:17.110725,0.019231,0.018519,-0.961538,,,,,,,,
21:59:17.110859,0.057692,0.074074,-1.000000,,,,,,,,
21:59:17.127255,0.057692,0.074074,-1.096154,,,,,,,,
21:59:17.140891,0.076923,0.074074,-1.134615,,,,,,,,
21:59:17.160388,0.115385,0.092593,-1.173077,,,,,,,,
